Date,predicted_value,actual_value
2019-01-09,138.45916748046875,141.6886749267578
2019-01-10,140.51206970214844,141.13479614257812
2019-01-11,144.15237426757812,138.21958923339844
2019-01-14,146.44248962402344,138.85121154785156
2019-01-15,147.598876953125,138.98724365234378
2019-01-16,148.24679565429688,139.48281860351562
2019-01-17,148.76927185058594,139.22047424316406
2019-01-18,147.49871826171875,140.8043975830078
2019-01-22,146.32894897460938,136.02345275878906
2019-01-23,147.58155822753906,133.53582763671878
2019-01-24,146.5127716064453,134.40065002441406
2019-01-25,144.69625854492188,136.26637268066406
2019-01-28,143.41566467285156,135.76109313964844
2019-01-29,143.33218383789062,136.23724365234378
2019-01-30,141.52609252929688,137.51023864746094
2019-01-31,141.84695434570312,138.29734802246094
2019-02-01,142.42092895507812,138.96781921386722
2019-02-04,142.94102478027344,140.48373413085938
2019-02-05,143.51678466796875,139.53141784667972
2019-02-06,143.91673278808594,137.78230285644528
2019-02-07,144.53958129882812,132.92361450195312
2019-02-08,144.34010314941406,131.87416076660156
2019-02-11,142.34605407714844,133.75930786132812
2019-02-12,140.39337158203125,137.39360046386722
2019-02-13,139.78115844726562,141.82472229003906
2019-02-14,139.921875,139.03584289550778
2019-02-15,140.29896545410156,141.24168395996094
2019-02-19,140.11752319335938,141.44573974609375
2019-02-20,142.96719360351562,137.28671264648438
2019-02-21,144.60000610351562,132.30169677734378
2019-02-22,144.59454345703125,138.11270141601562
2019-02-25,142.525634765625,138.89006042480472
2019-02-26,143.11685180664062,138.72488403320312
2019-02-27,142.0082550048828,137.56851196289062
2019-02-28,140.49317932128906,136.96603393554688
2019-03-01,140.30783081054688,140.37684631347656
2019-03-04,140.172119140625,139.97840881347656
2019-03-05,141.26956176757812,138.33619689941406
2019-03-06,141.97438049316406,134.82823181152344
2019-03-07,141.6830596923828,132.4669189453125
2019-03-08,140.56097412109375,126.67536926269531
2019-03-11,139.85472106933594,128.69657897949222
2019-03-12,136.55369567871094,131.21336364746094
2019-03-13,134.99330139160156,131.84498596191406
2019-03-14,135.20614624023438,132.5155029296875
2019-03-15,135.3883819580078,131.83526611328122
2019-03-18,135.5419158935547,134.66302490234378
2019-03-19,135.44613647460938,134.30351257324222
2019-03-20,136.8421173095703,140.357421875
2019-03-21,137.42593383789062,141.4748992919922
2019-03-22,138.88641357421875,136.58706665039062
2019-03-25,140.86293029785156,135.974853515625
2019-03-26,140.7393798828125,139.026123046875
2019-03-27,141.1861114501953,142.9907989501953
2019-03-28,143.46075439453125,148.9118194580078
2019-03-29,144.1849822998047,148.2982940673828
2019-04-01,145.97264099121094,147.04205322265625
2019-04-02,148.12754821777344,144.3054962158203
2019-04-03,150.4519805908203,142.24095153808594
2019-04-04,151.54652404785156,143.66278076171875
2019-04-05,151.7491455078125,146.74012756347656
2019-04-08,151.7161407470703,147.7626953125
2019-04-09,151.46250915527344,145.04562377929688
2019-04-10,150.64926147460938,146.55511474609375
2019-04-11,148.23922729492188,146.97386169433594
2019-04-12,149.46612548828125,163.9188995361328
2019-04-15,150.72332763671875,163.3540802001953
2019-04-16,156.21908569335938,166.76255798339844
2019-04-17,156.97105407714844,168.4765167236328
2019-04-18,158.0069122314453,170.48268127441406
2019-04-22,159.41616821289062,171.2909698486328
2019-04-23,164.75401306152344,171.12539672851562
2019-04-24,166.9531707763672,167.86300659179688
2019-04-25,168.7478485107422,163.6169891357422
2019-04-26,170.1265869140625,160.6272735595703
2019-04-29,170.8272705078125,161.4160919189453
2019-04-30,171.2281951904297,162.1075439453125
2019-05-01,169.97695922851562,153.84925842285156
2019-05-02,169.00991821289062,149.45718383789062
2019-05-03,166.1857452392578,152.0086669921875
2019-05-06,160.6860809326172,152.2034454345703
2019-05-07,159.1459197998047,144.1009979248047
2019-05-08,156.4477081298828,149.7493438720703
2019-05-09,153.94740295410156,149.38900756835938
2019-05-10,154.34133911132812,147.6847686767578
2019-05-13,154.07472229003906,143.37060546875
2019-05-14,153.85003662109375,146.4187774658203
2019-05-15,152.46104431152344,147.52896118164062
2019-05-16,153.06822204589844,151.03482055664062
2019-05-17,153.34127807617188,150.23626708984375
2019-05-20,153.9107208251953,150.17784118652344
2019-05-21,154.13233947753906,153.78109741210938
2019-05-22,154.00868225097656,149.14553833007812
2019-05-23,155.22459411621094,141.7734832763672
2019-05-24,154.4237518310547,143.1563720703125
2019-05-28,151.99339294433594,144.03282165527344
2019-05-29,151.66358947753906,142.757080078125
2019-05-30,150.6383514404297,140.65354919433594
2019-05-31,150.51451110839844,138.24815368652344
2019-06-03,148.967041015625,138.88113403320312
2019-06-04,147.65499877929688,140.83859252929688
2019-06-05,147.69471740722656,137.8001708984375
2019-06-06,147.96849060058594,140.23478698730472
2019-06-07,146.13807678222656,141.18917846679688
2019-06-10,145.9505157470703,140.94570922851562
2019-06-11,145.72023010253906,142.30909729003906
2019-06-12,145.29833984375,137.62489318847656
2019-06-13,145.3279571533203,139.50439453125
2019-06-14,144.8321533203125,137.87808227539062
2019-06-17,145.57748413085938,140.82882690429688
2019-06-18,144.9458770751953,145.87339782714844
2019-06-19,144.63015747070312,144.5587158203125
2019-06-20,145.8648681640625,150.304443359375
2019-06-21,146.11305236816406,151.15171813964844
2019-06-24,149.04571533203125,147.32443237304688
2019-06-25,152.45277404785156,144.3152618408203
2019-06-26,152.64695739746094,147.28549194335938
2019-06-27,151.86924743652344,146.86672973632812
2019-06-28,152.6167755126953,149.83700561523438
2019-07-01,152.663330078125,147.32443237304688
2019-07-02,152.6873779296875,140.72172546386722
2019-07-03,153.07603454589844,141.74429321289062
2019-07-05,151.43052673339844,142.6889190673828
2019-07-08,150.9246063232422,141.9877471923828
2019-07-09,150.54605102539062,139.61154174804688
2019-07-10,149.6080780029297,142.76683044433594
